Brand_Name_s__s,Product_Class_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA12AA-D3NRNB4D(230V),GAA12AA-D3NRNB4D(230V),11700.0,1220.0,9.5,9.6,No,No
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA09AA-D3NRNB4D(230V),GAA09AA-D3NRNB4D(230V),9300.0,960.0,9.6,9.7,No,No
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAE12AA-D3NRNB4D(208V),GAE12AA-D3NRNB4D(208V),11800.0,1200.0,9.7,9.8,No,No
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAE09AA-D3NRNB4D(230V),GAE09AA-D3NRNB4D(230V),9300.0,950.0,9.7,9.8,No,No
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAC09AA-D3NRNB4D(208V),GAC09AA-D3NRNB4D(208V),9100.0,930.0,9.7,9.8,No,No
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA09AA-A3NRNB4D,GAA09AA-A3NRNB4D,9000.0,920.0,9.7,9.8,No,No
GREE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",GJC06BK-A3NMND2O,GJC06BK-A3NMND2O,6000.0,540.0,11.0,11.2,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NRND1D,GJC05BT-A3NRND1D,5050.0,450.0,11.0,11.2,No,No
Soleus Air,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTWE1-10H-**,TTWE1-10H-**,10000.0,945.5,10.6,,No,No
Soleus Air,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTWH1-10H-**,TTWH1-10H-**,10000.0,945.5,10.6,,No,No
Soleus Air,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTWW1-10H-**,TTWW1-10H-**,10000.0,945.5,10.6,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWE1-12-**,TTWE1-12-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWL1-12-**,TTWL1-12-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWM1-12-**,TTWM1-12-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWO1-12-**,TTWO1-12-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWW1-12-**,TTWW1-12-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWE1-12H-**,TTWE1-12H-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWM1-12H-**,TTWM1-12H-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWW1-12H-**,TTWW1-12H-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",TTWE1-14-**,TTWE1-14-**,14000.0,1503.0,9.3,,No,No
Soleus Air,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",TTWM1-14-**,TTWM1-14-**,14000.0,1503.0,9.3,,No,No
Soleus Air,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",TTWO1-14-**,TTWO1-14-**,14000.0,1503.0,9.3,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWA08CR71-A,MWA08CR71-A,8000.0,666.0,12.0,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWA12CR71-A,MWA12CR71-A,12000.0,1000.0,12.0,,No,No
Midea,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",MWA06CR71-E,MWA06CR71-E,6000.0,490.0,12.1,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWA08CR71-E,MWA08CR71-E,8000.0,666.0,12.0,,No,No
SPT,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA-1022S1,WA-1022S1,10000.0,833.0,12.0,,No,No
SPT,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA-1222S,WA-1222S,12000.0,1060.0,11.2,,No,No
Sea Breeze,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WH425ZRC,WH425ZRC,25000.0,2660.0,9.4,,No,No
Sea Breeze,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WA415YRED,WA415YRED,15100.0,1279.0,11.8,,No,No
Thermal Zone,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WH418ZRC,WH418ZRC,18500.0,1729.0,10.7,,No,No
Thermal Zone,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WH425ZRC,WH425ZRC,25000.0,2660.0,9.4,,No,No
Thermal Zone,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WA46YRED,WA46YRED,6000.0,490.0,12.1,,No,No
Thermal Zone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA48YRED,WA48YRED,8000.0,666.0,12.0,,No,No
Sea Breeze,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",WHP412ZRB,WHP412ZRB,11000.0,1122.0,9.8,,No,No
Sea Breeze,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",WHP418ZRB,WHP418ZRB,17700.0,1805.0,9.8,,No,No
Sea Breeze,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",STW48AYRE,STW48AYRE,8000.0,754.0,10.6,,No,No
Sea Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA410YREC,WA410YREC,10000.0,833.0,12.0,,No,No
Sea Breeze,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",STW410AYRE,STW410AYRE,10000.0,943.0,10.6,,No,No
Sea Breeze,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",STW412AEZRB,STW412AEZRB,12000.0,1263.0,9.5,,No,No
Sea Breeze,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WH418ZRB,WH418ZRB,18500.0,1729.0,10.7,,No,No
Sea Breeze,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WH425ZRB,WH425ZRB,25000.0,2660.0,9.4,,No,No
Sea Breeze,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WA415YREC,WA415YREC,15100.0,1279.0,11.8,,No,No
Thermal Zone,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",WA428ZRB,WA428ZRB,28000.0,3111.0,9.0,,No,No
Thermal Zone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WH412ZRB,WH412ZRB,12000.0,1100.0,10.9,,No,No
Thermal Zone,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",WHP418ZRB,WHP418ZRB,17700.0,1805.0,9.8,,No,No
Thermal Zone,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WA425ZREC,WA425ZREC,25000.0,2427.0,10.3,,No,No
Thermal Zone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA410YREC,WA410YREC,10000.0,833.0,12.0,,No,No
Thermal Zone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",STW412AYRE,STW412AYRE,12000.0,1142.0,10.5,,No,No
Thermal Zone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",STW412AEZRB,STW412AEZRB,12000.0,1263.0,9.5,,No,No
Thermal Zone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",STW410AZEB,STW410AZEB,10000.0,943.0,10.6,,No,No
Thermal Zone,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WH418ZRB,WH418ZRB,18500.0,1729.0,10.7,,No,No
Thermal Zone,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WH425ZRB,WH425ZRB,25000.0,2660.0,9.4,,No,No
Thermal Zone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA48YREC,WA48YREC,8000.0,666.0,12.0,,No,No
Continental Electric,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",CE11051,CE11051,5000.0,446.0,11.0,,No,No
Continental Electric,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CE11085ES,CE11085ES,8000.0,666.0,12.0,,No,No
Continental Electric,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CE11105ES,CE11105ES,10000.0,833.0,12.0,,No,No
SPT,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA-1222S1,WA-1222S1,12000.0,1000.0,12.0,,No,No
Perfect aire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",4PMC6000,4PMC6000,6000.0,536.0,11.0,,No,No
Perfect aire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",3PNC6000,3PNC6000,6000.0,536.0,11.0,,No,No
Perfect aire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",4PAC5000,4PAC5000,5000.0,410.0,12.1,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4PAC8000,4PAC8000,8000.0,666.0,12.0,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4PAC12000,4PAC12000,12000.0,1000.0,12.0,,No,No
Perfect aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",4PAC18000,4PAC18000,18000.0,1525.0,11.8,,No,No
Perfect aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",4PATW8000,4PATW8000,8000.0,754.0,10.6,,No,No
Perfect aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",4PATW10002,4PATW10002,10000.0,943.0,10.6,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4FPC10000,4FPC10000,10000.0,833.0,12.0,,No,No
Nantucket Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NB08CR,NB08CR,8000.0,734.0,10.9,,No,No
Ocean Breeze,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",OBZ-05CM,OBZ-05CM,5000.0,446.0,11.0,,No,No
Magnavox,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",W-12CR,W-12CR,12000.0,1100.0,10.9,,No,No
Ocean Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",OBZ-10ESN,OBZ-10ESN,10000.0,833.0,12.0,,No,No
Ocean Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",OBZ-12ESN,OBZ-12ESN,12000.0,1000.0,12.0,,No,No
Toscana Air,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",57H-ID0-10CRN1/BCL0W,57H-ID0-10CRN1/BCL0W,10000.0,833.0,12.0,,No,No
OLMO,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",OW-14AC230V5SC,OW-14AC230V5SC,14000.0,1505.0,9.3,,No,No
Westpointe,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",MWEUK-06CRN1-BCL1,MWEUK-06CRN1-BCL1,6000.0,490.0,12.1,,No,No
Westpointe,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWEUK-12CRN1-BCL0,MWEUK-12CRN1-BCL0,12000.0,1000.0,12.0,,No,No
Westpointe,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MWEUK-18CRN1-MCK8,MWEUK-18CRN1-MCK8,18000.0,1525.0,11.8,,No,No
Westpointe,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MWDUK-18ERN1-MCJ7,MWDUK-18ERN1-MCJ7,18500.0,1729.0,10.7,,No,No
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2477811,2477811,8000.0,833.0,9.6,,No,No
Garrison,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",2498533,2498533,6000.0,490.0,12.1,,No,No
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2498534,2498534,8000.0,666.0,12.0,,No,No
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2498535,2498535,10000.0,833.0,12.0,,No,No
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2498536,2498536,12000.0,1000.0,12.0,,No,No
Garrison,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",2498537,2498537,15100.0,1279.0,11.8,,No,No
Garrison,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",2498538(230V),2498538(230V),18000.0,1525.0,11.8,,No,No
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2498540,2498540,8000.0,754.0,10.6,,No,No
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2498542(230V),2498542(230V),10000.0,943.0,10.6,,No,No
Garrison,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",2498545(230V),2498545(230V),14000.0,1505.0,9.3,,No,No
Garrison,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",2477793,2477793,5000.0,446.0,11.0,,No,No
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2477801,2477801,8000.0,734.0,10.9,,No,No
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2477812(230V),2477812(230V),10000.0,1042.0,9.6,,No,No
Best Home,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",57H-ID0-08CRN1/BI7,57H-ID0-08CRN1/BI7,8000.0,734.0,10.9,,No,No
Best Home,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",57H-ID0-10CRN1/BJ8,57H-ID0-10CRN1/BJ8,10000.0,833.0,12.0,,No,No
Global Industrial,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",246538,246538,18500.0,1729.0,10.7,,No,No
Global Industrial,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",292460,292460,25000.0,2660.0,9.4,,No,No
Global Industrial,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",246540,246540,8000.0,754.0,10.6,,No,No
Global Industrial,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",246541,246541,12000.0,1142.0,10.5,,No,No
RCA,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",RACE6001-B,RACE6001-B,6000.0,536.0,11.0,,No,No
RCA,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",RACM5005,RACM5005,5000.0,446.0,11.0,,No,No
RCA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RACE8002E-C,RACE8002E-C,8000.0,734.0,10.9,,No,No
RCA,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RACE1502E,RACE1502E,15100.0,1348.0,11.1,,No,No
TGM,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",MWDUT24BR2,MWDUT24BR2,22000.0,2135.0,10.3,,No,No
CLASSIC,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",MWDUT06AR3,MWDUT06AR3,6000.0,490.0,12.1,,No,No
Comfort-Aire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",RADS-61P,RADS-61P,6000.0,490.0,12.1,,No,No
Comfort-Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RADS-81P,RADS-81P,8000.0,666.0,12.0,,No,No
Comfort-Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RADS-123P,RADS-123P,12000.0,1065.0,11.2,,No,No
Comfort-Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RADS-151P,RADS-151P,15100.0,1279.0,11.8,,No,No
Comfort-Aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",RADS-253P,RADS-253P,25000.0,2427.0,10.3,,No,No
Comfort-Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BG-81P,BG-81P,8000.0,754.0,10.6,,No,No
Costa Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",CEG-183A,CEG-183A,18500.0,1729.0,10.7,,No,No
Costa Aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",CEG-253A,CEG-253A,25000.0,2660.0,9.4,,No,No
Comfort-Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",BGE-143M,BGE-143M,14000.0,1505.0,9.3,,No,No
Comfort-Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BGE-103M,BGE-103M,10000.0,1042.0,9.6,,No,No
Comfort-Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",REG-183M,REG-183M,18500.0,1729.0,10.7,,No,No
Comfort-Aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",REG-253M,REG-253M,25000.0,2660.0,9.4,,No,No
Comfort-Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",REG-81M,REG-81M,8000.0,734.0,10.9,,No,No
Comfort-Aire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",RG-51M,RG-51M,5000.0,446.0,11.0,,No,No
Midea,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MWFUK-15CRN1-BCK8,MWFUK-15CRN1-BCK8,15100.0,1279.0,11.8,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWFUK-12CRN1-BCJ9,MWFUK-12CRN1-BCJ9,12000.0,1100.0,10.9,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWFUK-08CRN1-BCJ9,MWFUK-08CRN1-BCJ9,8000.0,734.0,10.9,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWFUK-08CMN1-BCJ9,MWFUK-08CMN1-BCJ9,8000.0,734.0,10.9,,No,No
Midea,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",MWFUK-05CMN1-BCK0,MWFUK-05CMN1-BCK0,5000.0,446.0,11.0,,No,No
Midea,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",MWEUW2-12CRN1-MCJ5,MWEUW2-12CRN1-MCJ5,12000.0,1142.0,10.5,,No,No
Midea,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",MWEUW2-10CRN1-MCJ6,MWEUW2-10CRN1-MCJ6,10000.0,943.0,10.6,,No,No
Midea,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",MWEUW2-10CRN1-BCJ6,MWEUW2-10CRN1-BCJ6,10000.0,943.0,10.6,,No,No
Midea,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",MWDUW2-12ERN1-MCI5,MWDUW2-12ERN1-MCI5,12000.0,1263.0,9.5,,No,No
Midea,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",MWDUW2-12CRN1-MCI7,MWDUW2-12CRN1-MCI7,12000.0,1224.0,9.7,,No,No
Midea,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",MWDUW2-12CRN1-BCI7,MWDUW2-12CRN1-BCI7,12000.0,1224.0,9.7,,No,No
Midea,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",MWDUW2-10CRN1-BCI7,MWDUW2-10CRN1-BCI7,10000.0,1020.0,9.7,,No,No
Midea,(16) Casement-Slider,MWEUL1-08CRN1-BCK4,MWEUL1-08CRN1-BCK4,8000.0,702.0,11.4,,No,No
Midea,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",MWDUJ2-12ARN1-MCI8,MWDUJ2-12ARN1-MCI8,11000.0,1122.0,9.8,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWDUJ2-12ERN1-MCJ9,MWDUJ2-12ERN1-MCJ9,12000.0,1100.0,10.9,,No,No
Midea,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",MWEUK-25CRN1-MCJ3,MWEUK-25CRN1-MCJ3,25000.0,2427.0,10.3,,No,No
Midea,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",MWDUK-25CRN1-MCI8,MWDUK-25CRN1-MCI8,25000.0,2551.0,9.8,,No,No
Midea,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",MWDUK-18ARN1-MCI8,MWDUK-18ARN1-MCI8,17700.0,1805.0,9.8,,No,No
Midea,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MWEUK-18CRN1-MCK8,MWEUK-18CRN1-MCK8,18000.0,1525.0,11.8,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWDUK-12CRN1-MCK2,MWDUK-12CRN1-MCK2,12000.0,1065.0,11.2,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWEUK-10CRN1-BCL0,MWEUK-10CRN1-BCL0,10000.0,833.0,12.0,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWDUK-10CRN1-BCJ9,MWDUK-10CRN1-BCJ9,10000.0,917.0,10.9,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWEUK-08CRN1-BCL0,MWEUK-08CRN1-BCL0,8000.0,666.0,12.0,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWDUK-08CRN1-BCJ9,MWDUK-08CRN1-BCJ9,8000.0,734.0,10.9,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWDUK-08CMN1-BCJ9,MWDUK-08CMN1-BCJ9,8000.0,734.0,10.9,,No,No
Midea,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",MWDUK-06CMN1-BCK0,MWDUK-06CMN1-BCK0,6000.0,536.0,11.0,,No,No
Midea,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",MWEUK-05CRN1-BCL1,MWEUK-05CRN1-BCL1,5000.0,410.0,12.1,,No,No
Midea,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",MWDUK-05CMN1-BCK0,MWDUK-05CMN1-BCK0,5000.0,446.0,11.0,,No,No
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT10-2HC,KSTAT10-2HC,10000.0,1042.0,9.6,,No,No
Keystone,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KSTAT14-2C,KSTAT14-2C,14000.0,1505.0,9.3,,No,No
Keystone,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KSTAT14-2HC,KSTAT14-2HC,14000.0,1505.0,9.3,,No,No
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW10C,KSTAW10C,10000.0,833.0,12.0,,No,No
Keystone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KSTAT12-2B,KSTAT12-2B,12000.0,1224.0,9.7,,No,No
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT10-2C,KSTAT10-2C,10000.0,943.0,10.6,,No,No
Keystone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KSTAT12-2C,KSTAT12-2C,12000.0,1142.0,10.5,,No,No
Keystone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KSTAT12-1C,KSTAT12-1C,12000.0,1142.0,10.5,,No,No
Keystone,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KSTAW05C,KSTAW05C,5000.0,410.0,12.1,,No,No
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW12B,KSTAW12B,12000.0,1100.0,10.9,,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC10BL-A3NMND2P,GJC10BL-A3NMND2P,10150.0,920.0,10.9,11.0,No,No
Master Craft,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",G17-14ESCWAC,G17-14ESCWAC,14300.0,1200.0,11.8,11.9,No,No
Master Craft,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",G17-5MCVWAC,G17-5MCVWAC,5050.0,450.0,11.1,11.2,No,No
Master Craft,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",G17-8ESCWAC,G17-8ESCWAC,8000.0,660.0,12.0,12.1,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC12BL-A3NRND2P,GJC12BL-A3NRND2P,12100.0,1070.0,11.2,11.3,No,No
KUL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),KU-WAC121ESW,12000.0,980.0,12.0,,No,No
